No,Intent,Category,Question
2116,department_contact,Department Contact,How do I contact Security Office (DOS)?
2117,department_contact,Department Contact,What is the email for Security Office (DOS)?
2118,department_contact,Department Contact,What is the phone number for Security Office (DOS)?
2119,department_contact,Department Contact,Where is Security Office (DOS) located?
2120,department_contact,Department Contact,What does Security Office (DOS) help with?
2121,department_contact,Department Contact,Who works with Security Office (DOS)?
2122,department_contact,Department Contact,How do I contact Campus Health Centre (Klinik LOW)?
2123,department_contact,Department Contact,What is the email for Campus Health Centre (Klinik LOW)?
2124,department_contact,Department Contact,What is the phone number for Campus Health Centre (Klinik LOW)?
2125,department_contact,Department Contact,Where is Campus Health Centre (Klinik LOW) located?
2126,department_contact,Department Contact,What does Campus Health Centre (Klinik LOW) help with?
2127,department_contact,Department Contact,Who works with Campus Health Centre (Klinik LOW)?
2128,department_contact,Department Contact,How do I contact International Student Office (DISO)?
2129,department_contact,Department Contact,What is the email for International Student Office (DISO)?
2130,department_contact,Department Contact,What is the phone number for International Student Office (DISO)?
2131,department_contact,Department Contact,Where is International Student Office (DISO) located?
2132,department_contact,Department Contact,What does International Student Office (DISO) help with?
2133,department_contact,Department Contact,Who works with International Student Office (DISO)?
2134,department_contact,Department Contact,How do I contact Facilities Management (DFM)?
2135,department_contact,Department Contact,What is the email for Facilities Management (DFM)?
2136,department_contact,Department Contact,What is the phone number for Facilities Management (DFM)?
2137,department_contact,Department Contact,Where is Facilities Management (DFM) located?
2138,department_contact,Department Contact,What does Facilities Management (DFM) help with?
2139,department_contact,Department Contact,Who works with Facilities Management (DFM)?
2140,department_contact,Department Contact,How do I contact General Enquiries (Main Line)?
2141,department_contact,Department Contact,What is the email for General Enquiries (Main Line)?
2142,department_contact,Department Contact,What is the phone number for General Enquiries (Main Line)?
2143,department_contact,Department Contact,Where is General Enquiries (Main Line) located?
2144,department_contact,Department Contact,What does General Enquiries (Main Line) help with?
2145,department_contact,Department Contact,Who works with General Enquiries (Main Line)?
2146,department_contact,Department Contact,I need a department contact
2147,department_contact,Department Contact,Can you give me a university office contact?
2148,department_contact,Department Contact,Which department should I contact?
2149,campus_events,Campus Events,What events are happening on campus?
2150,campus_events,Campus Events,Are there any upcoming campus events?
2151,campus_events,Campus Events,What is the events calendar for this month?
2152,campus_events,Campus Events,What workshops are available this semester?
2153,campus_events,Campus Events,Is there an academic writing workshop?
2154,campus_events,Campus Events,When is the next student workshop?
2155,campus_events,Campus Events,What activities are happening this week?
2156,campus_events,Campus Events,Are there any sports events on campus?
2157,campus_events,Campus Events,When is the campus sports day?
2158,campus_events,Campus Events,What clubs can I join as a new student?
2159,campus_events,Campus Events,Which student clubs are available?
2160,campus_events,Campus Events,Can you recommend a club for a new student?
2161,campus_events,Campus Events,What society should I join?
2162,campus_events,Campus Events,How do I find out about student societies?
2163,campus_events,Campus Events,What extracurricular activities are available?
2164,campus_events,Campus Events,Is there a clubs discovery day?
2165,campus_events,Campus Events,When is the next clubs discovery day?
2166,campus_events,Campus Events,What wellness activities are available for students?
2167,campus_events,Campus Events,Are there networking events for students?
2168,campus_events,Campus Events,What events help freshmen settle in?
2169,campus_events,Campus Events,Recommend some activities for a new student
2170,campus_events,Campus Events,What should I join to meet new people on campus?
2171,campus_events,Campus Events,Is there an orientation event for new students?
2172,campus_events,Campus Events,When is orientation week?
2173,campus_events,Campus Events,What happens during orientation week?
2174,campus_events,Campus Events,Are there any career fairs coming up?
2175,campus_events,Campus Events,Is there a talent show or performance event?
2176,campus_events,Campus Events,What cultural events does the university organise?
2177,campus_events,Campus Events,How do I sign up for a campus workshop?
2178,campus_events,Campus Events,Where can I see the full list of campus activities?
2179,campus_events,Campus Events,Campus events
2180,campus_events,Campus Events,Events calendar
2181,campus_events,Campus Events,What's on
2182,campus_events,Campus Events,Upcoming events
2183,campus_events,Campus Events,Clubs to join
2184,campus_events,Campus Events,What is happening on campus soon?
2185,campus_events,Campus Events,What events are coming up?
2186,campus_events,Campus Events,Are there any workshops this month?
2187,campus_events,Campus Events,What activities can students join?
2188,campus_events,Campus Events,Are there any student club events?
2189,campus_events,Campus Events,What is the next campus activity?
2190,campus_events,Campus Events,Are there sports and wellness events?
2191,campus_events,Campus Events,When is the academic writing workshop?
2192,campus_events,Campus Events,When is the clubs discovery day?
2193,campus_events,Campus Events,What events are coming up for students?
2194,campus_events,Campus Events,Is there a campus sports event?
2195,campus_events,Campus Events,Where can I see the events calendar?
2196,campus_events,Campus Events,What activities are happening in September?
2197,campus_events,Campus Events,When is Student Clubs Discovery Day?
2198,campus_events,Campus Events,Where is Student Clubs Discovery Day held?
2199,campus_events,Campus Events,What is Student Clubs Discovery Day?
2200,campus_events,Campus Events,Who can attend Student Clubs Discovery Day?
2201,campus_events,Campus Events,Can students attend Student Clubs Discovery Day?
2202,campus_events,Campus Events,When is Academic Writing Workshop?
2203,campus_events,Campus Events,Where is Academic Writing Workshop held?
2204,campus_events,Campus Events,What is Academic Writing Workshop?
2205,campus_events,Campus Events,Who can attend Academic Writing Workshop?
2206,campus_events,Campus Events,Can students attend Academic Writing Workshop?
2207,campus_events,Campus Events,When is Campus Sports and Wellness Day?
2208,campus_events,Campus Events,Where is Campus Sports and Wellness Day held?
2209,campus_events,Campus Events,What is Campus Sports and Wellness Day?
2210,campus_events,Campus Events,Who can attend Campus Sports and Wellness Day?
2211,campus_events,Campus Events,Can students attend Campus Sports and Wellness Day?
2212,campus_events,Campus Events,When is New Student Orientation Week?
2213,campus_events,Campus Events,Where is New Student Orientation Week held?
2214,campus_events,Campus Events,What is New Student Orientation Week?
2215,campus_events,Campus Events,Who can attend New Student Orientation Week?
2216,campus_events,Campus Events,Can students attend New Student Orientation Week?
2217,campus_events,Campus Events,When is Career & Internship Fair?
2218,campus_events,Campus Events,Where is Career & Internship Fair held?
2219,campus_events,Campus Events,What is Career & Internship Fair?
2220,campus_events,Campus Events,Who can attend Career & Internship Fair?
2221,campus_events,Campus Events,Can students attend Career & Internship Fair?
2222,feedback,Feedback,I want to give feedback
2223,feedback,Feedback,How do I rate this chatbot?
2224,feedback,Feedback,I want to rate my experience
2225,feedback,Feedback,Can I leave a comment about this service?
2226,feedback,Feedback,How do I submit feedback about the chatbot?
2227,feedback,Feedback,I have a complaint about the chatbot
2228,feedback,Feedback,This chatbot was not helpful
2229,feedback,Feedback,I want to report an issue with this service
2230,feedback,Feedback,How do I share suggestions for improvement?
2231,feedback,Feedback,Where can I rate the university services?
2232,feedback,Feedback,I want to give a satisfaction rating
2233,feedback,Feedback,How do I complain about a service?
2234,feedback,Feedback,Can I provide a review of this chatbot?
2235,feedback,Feedback,I would like to leave a rating
2236,feedback,Feedback,How can I tell you the chatbot gave a wrong answer?
2237,feedback,Feedback,Is there a feedback form?
2238,feedback,Feedback,How do I contact you with feedback?
2239,feedback,Feedback,I want to rate how helpful this was
2240,feedback,Feedback,Can I submit a suggestion?
2241,feedback,Feedback,I'd like to report a problem with the chatbot's answer
2242,feedback,Feedback,Feedback
2243,feedback,Feedback,Rate chatbot
2244,feedback,Feedback,Leave feedback
2245,feedback,Feedback,Report a problem
2246,feedback,Feedback,How can I rate this chatbot?
2247,feedback,Feedback,Where can I submit feedback?
2248,feedback,Feedback,Can I report an incorrect answer?
2249,feedback,Feedback,How do I leave a comment?
2250,feedback,Feedback,Where can I give suggestions?
2251,feedback,Feedback,Can I review my chatbot experience?
2252,feedback,Feedback,How do I tell you a response was wrong?
2253,feedback,Feedback,Where do I send a complaint?
2254,feedback,Feedback,Can I give a satisfaction rating?
2255,feedback,Feedback,How do I submit a chatbot issue?
2256,feedback,Feedback,Where is the feedback form?
2257,feedback,Feedback,I want to rate the service
2258,feedback,Feedback,I want to give a rating
2259,feedback,Feedback,I have feedback about the assistant
2260,feedback,Feedback,Where can I report a chatbot problem?
2261,admission_requirements,Admission Requirements,Admission requirements
2262,admission_requirements,Admission Requirements,What are the admission requirements?
2263,admission_requirements,Admission Requirements,What do I need to apply?
2264,admission_requirements,Admission Requirements,How do I qualify for admission?
2265,admission_requirements,Admission Requirements,What are the entry requirements?
2266,admission_requirements,Admission Requirements,What qualifications do I need to apply?
2267,admission_requirements,Admission Requirements,What is the minimum entry requirement?
2268,admission_requirements,Admission Requirements,How can I apply for admission?
2269,admission_requirements,Admission Requirements,What documents do I need for admission?
2270,admission_requirements,Admission Requirements,What CGPA do I need to get in?
2271,admission_requirements,Admission Requirements,Am I eligible to apply?
2272,admission_requirements,Admission Requirements,What are the requirements to join this university?
2273,admission_requirements,Admission Requirements,What SPM or STPM results do I need?
2274,admission_requirements,Admission Requirements,How do I check if I meet the entry requirements?
2275,admission_requirements,Admission Requirements,What is needed to enrol in this programme?
2276,admission_requirements,Admission Requirements,Can I apply without a diploma?
2277,admission_requirements,Admission Requirements,What is the application process for new students?
2278,admission_requirements,Admission Requirements,Where can I check programme entry requirements?
2279,admission_requirements,Admission Requirements,Do I need an interview to be admitted?
2280,admission_requirements,Admission Requirements,What is the minimum qualification for admission?
2281,admission_requirements,Admission Requirements,How do international students apply?
2282,admission_requirements,Admission Requirements,What is the application deadline for new intake?
2283,admission_requirements,Admission Requirements,Entry requirements for Computer Science
2284,admission_requirements,Admission Requirements,What grades do I need for this programme?
2285,admission_requirements,Admission Requirements,How do I submit my application for admission?
2286,admission_requirements,Admission Requirements,What qualifications do I need for admission?
2287,admission_requirements,Admission Requirements,What documents are needed to apply?
2288,admission_requirements,Admission Requirements,How do I apply to the university?
2289,admission_requirements,Admission Requirements,What grades are required for entry?
2290,admission_requirements,Admission Requirements,What are the programme entry requirements?
2291,admission_requirements,Admission Requirements,What is needed for a new student application?
2292,admission_requirements,Admission Requirements,Can international students apply?
2293,admission_requirements,Admission Requirements,What are the admission criteria?
2294,admission_requirements,Admission Requirements,Where do I submit an application?
2295,admission_requirements,Admission Requirements,Do I need an interview for admission?
2296,admission_requirements,Admission Requirements,Where can I check entry requirements?
2297,admission_requirements,Admission Requirements,What do I need before I enrol?
2298,admission_requirements,Admission Requirements,How do I know whether I am eligible?
2299,admission_requirements,Admission Requirements,I need information about applying
2300,admission_requirements,Admission Requirements,Can you explain university admission?
2301,admission_requirements,Admission Requirements,I have a question about entry requirements
2302,office_hours,Office Hours,Office hours
2303,office_hours,Office Hours,University office hours
2304,office_hours,Office Hours,What are the general office hours?
2305,office_hours,Office Hours,Campus Health Centre opening hours
2306,office_hours,Office Hours,When is the health centre open?
2307,office_hours,Office Hours,Health centre operating hours
2308,office_hours,Office Hours,Is the health centre open today?
2309,office_hours,Office Hours,What time does the health centre close?
2310,office_hours,Office Hours,What time does the health centre open?
2311,office_hours,Office Hours,Which offices are open today?
2312,office_hours,Office Hours,What are the operating hours for campus offices?
2313,office_hours,Office Hours,Are administrative offices open on weekends?
2314,office_hours,Office Hours,Are university offices open on public holidays?
2315,office_hours,Office Hours,What time do administrative offices close?
2316,office_hours,Office Hours,When are university offices open?
2317,office_hours,Office Hours,What time does the admissions office open?
2318,office_hours,Office Hours,When can I visit the finance office?
2319,office_hours,Office Hours,What are the Student Services Centre hours?
2320,office_hours,Office Hours,What time is the IT office open?
2321,office_hours,Office Hours,When is the health centre available?
2322,office_hours,Office Hours,Which campus offices are open on Saturday?
2323,office_hours,Office Hours,Are offices closed on public holidays?
2324,office_hours,Office Hours,What are the administrative office hours?
2325,office_hours,Office Hours,When can I contact university offices?
2326,office_hours,Office Hours,What time do offices close on weekdays?
2327,office_hours,Office Hours,What are the hours for Admissions Office (DACE)?
2328,office_hours,Office Hours,When is Admissions Office (DACE) open?
2329,office_hours,Office Hours,When does Admissions Office (DACE) close?
2330,office_hours,Office Hours,Is Admissions Office (DACE) open on weekdays?
2331,office_hours,Office Hours,Can I visit Admissions Office (DACE) on Saturday?
2332,office_hours,Office Hours,What are the opening hours of Admissions Office (DACE)?
2333,office_hours,Office Hours,What are the hours for Finance Office (DFIN)?
2334,office_hours,Office Hours,When is Finance Office (DFIN) open?
2335,office_hours,Office Hours,When does Finance Office (DFIN) close?
2336,office_hours,Office Hours,Is Finance Office (DFIN) open on weekdays?
2337,office_hours,Office Hours,Can I visit Finance Office (DFIN) on Saturday?
2338,office_hours,Office Hours,What are the opening hours of Finance Office (DFIN)?
2339,office_hours,Office Hours,What are the hours for Student Services Centre (DSA)?
2340,office_hours,Office Hours,When is Student Services Centre (DSA) open?
2341,office_hours,Office Hours,When does Student Services Centre (DSA) close?
2342,office_hours,Office Hours,Is Student Services Centre (DSA) open on weekdays?
2343,office_hours,Office Hours,Can I visit Student Services Centre (DSA) on Saturday?
2344,office_hours,Office Hours,What are the opening hours of Student Services Centre (DSA)?
2345,office_hours,Office Hours,What are the hours for IT Help Desk (CITC)?
2346,office_hours,Office Hours,When is IT Help Desk (CITC) open?
2347,office_hours,Office Hours,When does IT Help Desk (CITC) close?
2348,office_hours,Office Hours,Is IT Help Desk (CITC) open on weekdays?
2349,office_hours,Office Hours,Can I visit IT Help Desk (CITC) on Saturday?
2350,office_hours,Office Hours,What are the opening hours of IT Help Desk (CITC)?
2351,office_hours,Office Hours,What are the hours for Library?
2352,office_hours,Office Hours,When is Library open?
2353,office_hours,Office Hours,When does Library close?
2354,office_hours,Office Hours,Is Library open on weekdays?
2355,office_hours,Office Hours,Can I visit Library on Saturday?
2356,office_hours,Office Hours,What are the opening hours of Library?
2357,office_hours,Office Hours,What are the hours for Examination Unit (DECA)?
2358,office_hours,Office Hours,When is Examination Unit (DECA) open?
2359,office_hours,Office Hours,When does Examination Unit (DECA) close?
2360,office_hours,Office Hours,Is Examination Unit (DECA) open on weekdays?
2361,office_hours,Office Hours,Can I visit Examination Unit (DECA) on Saturday?
2362,office_hours,Office Hours,What are the opening hours of Examination Unit (DECA)?
2363,office_hours,Office Hours,What are the hours for Counselling Centre?
2364,office_hours,Office Hours,When is Counselling Centre open?
2365,office_hours,Office Hours,When does Counselling Centre close?
2366,office_hours,Office Hours,Is Counselling Centre open on weekdays?
2367,office_hours,Office Hours,Can I visit Counselling Centre on Saturday?
2368,office_hours,Office Hours,What are the opening hours of Counselling Centre?
2369,office_hours,Office Hours,What are the hours for Academic Advising (Faculty Offices)?
2370,office_hours,Office Hours,When is Academic Advising (Faculty Offices) open?
2371,office_hours,Office Hours,When does Academic Advising (Faculty Offices) close?
2372,office_hours,Office Hours,Is Academic Advising (Faculty Offices) open on weekdays?
2373,office_hours,Office Hours,Can I visit Academic Advising (Faculty Offices) on Saturday?
2374,office_hours,Office Hours,What are the opening hours of Academic Advising (Faculty Offices)?
2375,office_hours,Office Hours,What are the hours for Scholarship & Financial Aid Unit?
2376,office_hours,Office Hours,When is Scholarship & Financial Aid Unit open?
2377,office_hours,Office Hours,When does Scholarship & Financial Aid Unit close?
2378,office_hours,Office Hours,Is Scholarship & Financial Aid Unit open on weekdays?
2379,office_hours,Office Hours,Can I visit Scholarship & Financial Aid Unit on Saturday?
2380,office_hours,Office Hours,What are the opening hours of Scholarship & Financial Aid Unit?
2381,office_hours,Office Hours,What are the hours for Hostel / Accommodation Office?
2382,office_hours,Office Hours,When is Hostel / Accommodation Office open?
2383,office_hours,Office Hours,When does Hostel / Accommodation Office close?
2384,office_hours,Office Hours,Is Hostel / Accommodation Office open on weekdays?
2385,office_hours,Office Hours,Can I visit Hostel / Accommodation Office on Saturday?
2386,office_hours,Office Hours,What are the opening hours of Hostel / Accommodation Office?
2387,office_hours,Office Hours,What are the hours for Security Office (DOS)?
2388,office_hours,Office Hours,When is Security Office (DOS) open?
2389,office_hours,Office Hours,When does Security Office (DOS) close?
2390,office_hours,Office Hours,Is Security Office (DOS) open on weekdays?
2391,office_hours,Office Hours,Can I visit Security Office (DOS) on Saturday?
2392,office_hours,Office Hours,What are the opening hours of Security Office (DOS)?
2393,office_hours,Office Hours,What are the hours for Campus Health Centre (Klinik LOW)?
2394,office_hours,Office Hours,When is Campus Health Centre (Klinik LOW) open?
2395,office_hours,Office Hours,When does Campus Health Centre (Klinik LOW) close?
2396,office_hours,Office Hours,Is Campus Health Centre (Klinik LOW) open on weekdays?
2397,office_hours,Office Hours,Can I visit Campus Health Centre (Klinik LOW) on Saturday?
2398,office_hours,Office Hours,What are the opening hours of Campus Health Centre (Klinik LOW)?
2399,office_hours,Office Hours,What are the hours for International Student Office (DISO)?
2400,office_hours,Office Hours,When is International Student Office (DISO) open?
2401,office_hours,Office Hours,When does International Student Office (DISO) close?
2402,office_hours,Office Hours,Is International Student Office (DISO) open on weekdays?
2403,office_hours,Office Hours,Can I visit International Student Office (DISO) on Saturday?
2404,office_hours,Office Hours,What are the opening hours of International Student Office (DISO)?
2405,office_hours,Office Hours,What are the hours for Facilities Management (DFM)?
2406,office_hours,Office Hours,When is Facilities Management (DFM) open?
2407,office_hours,Office Hours,When does Facilities Management (DFM) close?
2408,office_hours,Office Hours,Is Facilities Management (DFM) open on weekdays?
2409,office_hours,Office Hours,Can I visit Facilities Management (DFM) on Saturday?
2410,office_hours,Office Hours,What are the opening hours of Facilities Management (DFM)?
2411,office_hours,Office Hours,What are the hours for Sports Complex?
2412,office_hours,Office Hours,When is Sports Complex open?
2413,office_hours,Office Hours,When does Sports Complex close?
2414,office_hours,Office Hours,Is Sports Complex open on weekdays?
2415,office_hours,Office Hours,Can I visit Sports Complex on Saturday?
2416,office_hours,Office Hours,What are the opening hours of Sports Complex?
2417,office_hours,Office Hours,I need office opening hours
2418,office_hours,Office Hours,Can you tell me when a university office is open?
2419,office_hours,Office Hours,What time can I visit a campus office?
2420,unknown,Unknown,I want to buy a cup of coffee
2421,unknown,Unknown,Where can I replace my lost access card?
2422,unknown,Unknown,What's the weather like today?
2423,unknown,Unknown,Tell me a joke
2424,unknown,Unknown,What is the meaning of life?
2425,unknown,Unknown,Who won the football match last night?
2426,unknown,Unknown,Can you recommend a good movie?
2427,unknown,Unknown,What's your favourite food?
2428,unknown,Unknown,How old are you?
2429,unknown,Unknown,Are you a real person?
2430,unknown,Unknown,What is the capital of France?
2431,unknown,Unknown,Can you help me with my homework in chemistry?
2432,unknown,Unknown,What is the best pizza place nearby?
2433,unknown,Unknown,Can you play music for me?
2434,unknown,Unknown,Tell me a story
2435,unknown,Unknown,What is 2 plus 2?
2436,unknown,Unknown,Do you have a girlfriend?
2437,unknown,Unknown,What is your name?
2438,unknown,Unknown,Can you book a flight for me?
2439,unknown,Unknown,What time is it right now?
2440,unknown,Unknown,Can you order food for me?
2441,unknown,Unknown,How do I fix my car?
2442,unknown,Unknown,What is the stock price of Apple?
2443,unknown,Unknown,Can you write me a poem?
2444,unknown,Unknown,"I'm bored, entertain me"
2445,unknown,Unknown,What is your opinion on politics?
2446,unknown,Unknown,Where can I buy new shoes?
2447,unknown,Unknown,Can you translate this to French?
2448,unknown,Unknown,How do I lose weight fast?
2449,unknown,Unknown,What is the meaning of AI?
2450,unknown,Unknown,Do you like cats or dogs?
2451,unknown,Unknown,Can you send an email for me?
2452,unknown,Unknown,What is the best programming language in general?
2453,unknown,Unknown,Can you tell me the news headlines today?
2454,unknown,Unknown,How do I get a passport?
2455,unknown,Unknown,Who is the vice chancellor
2456,unknown,Unknown,Can you do my taxes
2457,unknown,Unknown,Tell me a fun fact
2458,unknown,Unknown,What's the exchange rate today
2459,unknown,Unknown,Recommend a restaurant nearby
2460,unknown,Unknown,Can you hack into a system
2461,unknown,Unknown,Give me lottery numbers
2462,unknown,Unknown,What's trending on social media
2463,unknown,Unknown,Can you tell me a joke?
2464,unknown,Unknown,What is the weather today?
2465,unknown,Unknown,Who won the football match?
2466,unknown,Unknown,Recommend a movie for me
2467,unknown,Unknown,What is the capital of Japan?
2468,unknown,Unknown,Tell me a random fact
2469,unknown,Unknown,What is your favourite song?
2470,unknown,Unknown,Can you help me write a poem?
2471,unknown,Unknown,Who is the current president?
2472,unknown,Unknown,Can you translate this sentence?
2473,unknown,Unknown,What should I eat tonight?
2474,unknown,Unknown,Tell me about a celebrity
2475,unknown,Unknown,Can you play a game with me?
2476,unknown,Unknown,Are you a human?
2477,unknown,Unknown,Tell me a cooking recipe
2478,course_fee_inquiry,Course Fee Inquiry,What is the price for each course?
2479,course_fee_inquiry,Course Fee Inquiry,How much does each course cost?
2480,course_fee_inquiry,Course Fee Inquiry,What is the course fee?
2481,course_fee_inquiry,Course Fee Inquiry,How much is the tuition fee for foundation?
2482,course_fee_inquiry,Course Fee Inquiry,How much does a degree cost?
2483,course_fee_inquiry,Course Fee Inquiry,What is the price for diploma?
2484,course_fee_inquiry,Course Fee Inquiry,Course price
2485,course_fee_inquiry,Course Fee Inquiry,Foundation price
2486,course_fee_inquiry,Course Fee Inquiry,Diploma fee
2487,course_fee_inquiry,Course Fee Inquiry,Degree tuition fee
2488,course_fee_inquiry,Course Fee Inquiry,How much to study computer science?
2489,course_fee_inquiry,Course Fee Inquiry,What is the price of the programme?
2490,course_fee_inquiry,Course Fee Inquiry,Check course price
2491,course_fee_inquiry,Course Fee Inquiry,How much do I need to pay for a degree?
2492,course_fee_inquiry,Course Fee Inquiry,Tell me the fees for foundation and degree
2493,course_fee_inquiry,Course Fee Inquiry,diploma
2494,course_fee_inquiry,Course Fee Inquiry,degree
2495,course_fee_inquiry,Course Fee Inquiry,foundation
2496,course_fee_inquiry,Course Fee Inquiry,for diploma
2497,course_fee_inquiry,Course Fee Inquiry,diploma please
2498,course_fee_inquiry,Course Fee Inquiry,degree price
2499,course_fee_inquiry,Course Fee Inquiry,diploma price
2500,course_fee_inquiry,Course Fee Inquiry,foundation cost
2501,course_fee_inquiry,Course Fee Inquiry,What is the fee for Foundation in Computing?
2502,course_fee_inquiry,Course Fee Inquiry,How much is Foundation in Business?
2503,course_fee_inquiry,Course Fee Inquiry,What is the tuition for Foundation in Engineering?
2504,course_fee_inquiry,Course Fee Inquiry,How much is Diploma in Computer Science?
2505,course_fee_inquiry,Course Fee Inquiry,What is the Diploma in Business Administration fee?
2506,course_fee_inquiry,Course Fee Inquiry,How much is Diploma in Information Technology?
2507,course_fee_inquiry,Course Fee Inquiry,What is the fee for Bachelor of Computer Science?
2508,course_fee_inquiry,Course Fee Inquiry,How much is Bachelor of Software Engineering?
2509,course_fee_inquiry,Course Fee Inquiry,What is the Bachelor of Business Administration tuition?
2510,course_fee_inquiry,Course Fee Inquiry,How much is the Bachelor of Engineering?
2511,course_fee_inquiry,Course Fee Inquiry,What are the course fees for diploma programmes?
2512,course_fee_inquiry,Course Fee Inquiry,What are the course fees for degree programmes?
2513,course_fee_inquiry,Course Fee Inquiry,What are the foundation programme fees?
2514,course_fee_inquiry,Course Fee Inquiry,Can you show me the estimated programme fees?
2515,course_fee_inquiry,Course Fee Inquiry,How much should an international student expect to pay?
2516,course_fee_inquiry,Course Fee Inquiry,How much is Foundation in Computing?
2517,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Foundation in Computing?
2518,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Foundation in Computing?
2519,course_fee_inquiry,Course Fee Inquiry,How much would Foundation in Computing cost for a Malaysian student?
2520,course_fee_inquiry,Course Fee Inquiry,How much would Foundation in Computing cost for an international student?
2521,course_fee_inquiry,Course Fee Inquiry,What is the duration of Foundation in Computing?
2522,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Foundation in Computing?
2523,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Foundation in Business?
2524,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Foundation in Business?
2525,course_fee_inquiry,Course Fee Inquiry,How much would Foundation in Business cost for a Malaysian student?
2526,course_fee_inquiry,Course Fee Inquiry,How much would Foundation in Business cost for an international student?
2527,course_fee_inquiry,Course Fee Inquiry,What is the duration of Foundation in Business?
2528,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Foundation in Business?
2529,course_fee_inquiry,Course Fee Inquiry,How much is Foundation in Engineering?
2530,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Foundation in Engineering?
2531,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Foundation in Engineering?
2532,course_fee_inquiry,Course Fee Inquiry,How much would Foundation in Engineering cost for a Malaysian student?
2533,course_fee_inquiry,Course Fee Inquiry,How much would Foundation in Engineering cost for an international student?
2534,course_fee_inquiry,Course Fee Inquiry,What is the duration of Foundation in Engineering?
2535,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Foundation in Engineering?
2536,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Diploma in Computer Science?
2537,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Diploma in Computer Science?
2538,course_fee_inquiry,Course Fee Inquiry,How much would Diploma in Computer Science cost for a Malaysian student?
2539,course_fee_inquiry,Course Fee Inquiry,How much would Diploma in Computer Science cost for an international student?
2540,course_fee_inquiry,Course Fee Inquiry,What is the duration of Diploma in Computer Science?
2541,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Diploma in Computer Science?
2542,course_fee_inquiry,Course Fee Inquiry,How much is Diploma in Business Administration?
2543,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Diploma in Business Administration?
2544,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Diploma in Business Administration?
2545,course_fee_inquiry,Course Fee Inquiry,How much would Diploma in Business Administration cost for a Malaysian student?
2546,course_fee_inquiry,Course Fee Inquiry,How much would Diploma in Business Administration cost for an international student?
2547,course_fee_inquiry,Course Fee Inquiry,What is the duration of Diploma in Business Administration?
2548,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Diploma in Business Administration?
2549,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Diploma in Information Technology?
2550,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Diploma in Information Technology?
2551,course_fee_inquiry,Course Fee Inquiry,How much would Diploma in Information Technology cost for a Malaysian student?
2552,course_fee_inquiry,Course Fee Inquiry,How much would Diploma in Information Technology cost for an international student?
2553,course_fee_inquiry,Course Fee Inquiry,What is the duration of Diploma in Information Technology?
2554,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Diploma in Information Technology?
2555,course_fee_inquiry,Course Fee Inquiry,How much is Bachelor of Computer Science (Hons)?
2556,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Bachelor of Computer Science (Hons)?
2557,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Bachelor of Computer Science (Hons)?
2558,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Computer Science (Hons) cost for a Malaysian student?
2559,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Computer Science (Hons) cost for an international student?
2560,course_fee_inquiry,Course Fee Inquiry,What is the duration of Bachelor of Computer Science (Hons)?
2561,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Bachelor of Computer Science (Hons)?
2562,course_fee_inquiry,Course Fee Inquiry,How much is Bachelor of Software Engineering (Hons)?
2563,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Bachelor of Software Engineering (Hons)?
2564,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Bachelor of Software Engineering (Hons)?
2565,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Software Engineering (Hons) cost for a Malaysian student?
2566,course_fee_inquiry,Course Fee Inquiry,How much would Bachelor of Software Engineering (Hons) cost for an international student?
2567,course_fee_inquiry,Course Fee Inquiry,What is the duration of Bachelor of Software Engineering (Hons)?
2568,course_fee_inquiry,Course Fee Inquiry,Can I see the fee for Bachelor of Software Engineering (Hons)?
2569,course_fee_inquiry,Course Fee Inquiry,How much is Bachelor of Business Administration (Hons)?
2570,course_fee_inquiry,Course Fee Inquiry,What is the tuition fee for Bachelor of Business Administration (Hons)?
2571,course_fee_inquiry,Course Fee Inquiry,What is the estimated fee for Bachelor of Business Administration (Hons)?
